Element ID;X;Y;Z
2509323;-53.98;-25.143;2400.443
2509432;-105.099;-25.013;2400.459
2509437;-75.314;-23.984;2400.459
2509443;-45.578;-25.164;2400.459
2509448;-6.306;-26.367;2400.459
2509454;-37.277;-25.185;2400.459
2509459;-28.394;-24.103;2400.459
2509465;-19.511;-25.229;2400.459
2509470;-9.8;-25.254;2400.459
2509475;-6.306;-24.159;2400.459
2509481;-2.812;-25.272;2400.459
2509546;-28.394;-26.311;2400.459
2509587;-75.363;-26.192;2400.459
2509597;-45.164;-2.865;2400.459
2509598;-45.164;-2.865;2400.443
2509630;19.773;9.07;2400.459
2509635;10.805;10.593;2400.459
2509640;1.83;8.895;2400.459
2509645;2.019;6.574;2400.459
2509650;1.125;-4.047;2400.459
2509655;1.943;-15.488;2400.459
2509662;5.718;-16.316;2400.459
2509669;9.497;-15.503;2400.459
2509676;10.32;-3.567;2400.459
2509682;15.043;7.548;2400.459
2509693;6.23;5.931;2400.459
2509694;2.555;-2.28;2400.459
2509695;6.23;-10.491;2400.459
2509696;9.904;-2.28;2400.459
2509723;-9.702;-12.178;2400.459
2509728;-8.883;-15.461;2400.459
2509746;-6.31;-16.285;2400.459
2509753;-3.733;-15.469;2400.459
2509760;-2.91;-12.182;2400.459
2509766;-6.306;-9.715;2400.459
2509771;-19.61;-12.161;2400.459
2509776;-20.432;-15.427;2400.459
2509783;-28.398;-16.229;2400.459
2509790;-37.179;-12.143;2400.459
2509795;-36.361;-15.391;2400.459
2509803;-74.949;-9.715;2400.459
2509809;-45.676;-12.128;2400.459
2509814;-46.498;-15.361;2400.459
2509821;-76.013;-16.108;2400.459
2509828;-104.543;-12.334;2400.459
2509833;-109.039;-15.175;2400.459
2509839;-107.825;-12.296;2400.459
2509844;-110.1;-11.512;2400.459
2509851;-108.886;-8.633;2400.459
2509857;-104.223;-9.174;2400.459
2509862;-104.301;-8.633;2400.459
2509893;-28.394;-9.715;2400.459
2510123;-46.847;-2.28;2400.459
2510124;-46.847;-2.28;2400.443
2510199;-95.52;-6.582;2400.459
2510200;-103.599;-8.149;2400.459
2510201;-66.518;-9.715;2400.459
2510202;-46.299;-8.149;2400.459
2510224;-53.173;-7.608;2400.459
2510229;-53.567;-8.633;2400.459
2510234;-53.96;-7.608;2400.459
2510239;-69.954;-7.608;2400.459
2510244;-70.348;-8.633;2400.459
2510249;-70.742;-7.608;2400.459
2510254;-87.523;-8.567;2400.459
2510261;-86.736;-8.567;2400.459
2510314;-78.78;-6.582;2400.459
2510520;-61.957;-6.582;2400.459
2510567;-49.736;-6.582;2400.459
2510590;-95.561;-9.715;2400.459
2510713;-87.13;-7.001;2400.459
2510755;-87.482;-7.419;2400.459
2510760;-87.441;-7.001;2400.459
2510766;-86.777;-7.419;2400.459
2510773;-86.818;-7.001;2400.459
2510906;-37.179;-9.174;2400.459
2510911;-36.785;-8.633;2400.459
2510916;-36.391;-7.608;2400.459
2510921;-28.394;-6.582;2400.459
2510926;-20.397;-7.608;2400.459
2510931;-20.004;-8.633;2400.459
2510936;-19.61;-9.174;2400.459
2510941;-28.394;-9.715;2400.459
2510947;6.23;5.931;2400.459
2510948;2.555;-2.28;2400.459
2510949;6.23;-10.491;2400.459
2510950;9.904;-2.28;2400.459
2511034;2.913;6.886;2400.459
2511039;2.372;7.197;2400.459
2511632;-103.353;25.126;2415.387
2511663;-103.206;24.88;2415.387
2511804;-70.906;25.126;2415.387
2511805;-71.053;24.88;2415.387
2511818;-54.124;25.126;2415.387
2511819;-54.271;24.88;2415.387
2511846;-53.009;25.126;2415.387
2511847;-52.862;24.88;2415.387
2511869;-103.353;-5.745;2415.387
2511870;-103.206;-5.499;2415.387
2511900;-70.906;-5.745;2415.387
2511901;-71.053;-5.499;2415.387
2511922;-54.124;-5.745;2415.387
2511923;-54.271;-5.499;2415.387
2511970;-53.009;-5.745;2415.387
2511971;-52.862;-5.499;2415.387
2511989;-20.561;-5.745;2415.387
2511990;-20.708;-5.499;2415.387
2512009;-19.446;-5.745;2415.387
2512010;-19.299;-5.499;2415.387
2512044;-1.204;24.372;2415.387
2512077;-1.057;24.126;2415.387
2512136;-1.204;22.963;2415.387
2512137;-1.057;23.209;2415.387
2512194;-1.204;56.525;2415.387
2512195;-1.057;56.772;2415.387
2512231;-1.204;57.935;2415.387
2512232;-1.057;57.689;2415.387
2512315;-1.204;74.716;2415.387
2512316;-1.057;74.47;2415.387
2512335;-31.782;74.716;2415.387
2512336;-31.929;74.47;2415.387
2512349;-31.782;57.935;2415.387
2512350;-31.929;57.689;2415.387
2512369;-31.782;56.525;2415.387
2512370;-31.929;56.772;2415.387
2512471;-70.906;25.126;2424.573
2512472;-71.053;24.88;2424.573
2512473;-54.124;25.126;2424.573
2512474;-54.271;24.88;2424.573
2512475;-53.009;25.126;2424.573
2512476;-52.862;24.88;2424.573
2512479;-70.906;-5.745;2424.573
2512480;-71.053;-5.499;2424.573
2512481;-54.124;-5.745;2424.573
2512482;-54.271;-5.499;2424.573
2512483;-53.009;-5.745;2424.573
2512484;-52.862;-5.499;2424.573
2512485;-20.561;-5.745;2424.573
2512486;-20.708;-5.499;2424.573
2512487;-19.446;-5.745;2424.573
2512488;-19.299;-5.499;2424.573
2512489;-1.204;24.372;2424.573
2512490;-1.057;24.126;2424.573
2512491;-1.204;22.963;2424.573
2512492;-1.057;23.209;2424.573
2512493;-1.204;56.525;2424.573
2512494;-1.057;56.772;2424.573
2512495;-1.204;57.935;2424.573
2512496;-1.057;57.689;2424.573
2512497;-1.204;74.716;2424.573
2512498;-1.057;74.47;2424.573
2512499;-31.782;74.716;2424.573
2512500;-31.929;74.47;2424.573
2512501;-31.782;57.935;2424.573
2512502;-31.929;57.689;2424.573
2512503;-31.782;56.525;2424.573
2512504;-31.929;56.772;2424.573
2512722;-70.906;25.126;2442.946
2512723;-71.053;24.88;2442.946
2512724;-54.124;25.126;2442.946
2512725;-54.271;24.88;2442.946
2512726;-53.009;25.126;2442.946
2512727;-52.862;24.88;2442.946
2512728;-70.906;-5.745;2442.946
2512729;-71.053;-5.499;2442.946
2512730;-54.124;-5.745;2442.946
2512731;-54.271;-5.499;2442.946
2512732;-53.009;-5.745;2442.946
2512733;-52.862;-5.499;2442.946
2512734;-20.561;-5.745;2442.946
2512735;-20.708;-5.499;2442.946
2512736;-19.446;-5.745;2442.946
2512737;-19.299;-5.499;2442.946
2512738;-1.204;24.372;2442.946
2512739;-1.057;24.126;2442.946
2512740;-1.204;22.963;2442.946
2512741;-1.057;23.209;2442.946
2512742;-1.204;56.525;2442.946
2512743;-1.057;56.772;2442.946
2512744;-1.204;57.935;2442.946
2512745;-1.057;57.689;2442.946
2512746;-1.204;74.716;2442.946
2512747;-1.057;74.47;2442.946
2512748;-31.782;74.716;2442.946
2512749;-31.929;74.47;2442.946
2512750;-31.782;57.935;2442.946
2512751;-31.929;57.689;2442.946
2512752;-31.782;56.525;2442.946
2512753;-31.929;56.772;2442.946
2382187;-26.606;90.793;2433.76
2382188;-34.505;86.249;2433.76
2382189;-19.298;81.566;2433.76
2382190;-32.635;82.246;2433.76
2382191;-31.306;78.17;2433.76
2382192;-27.312;74.012;2433.76
2382193;-20.807;75.34;2433.76
2382194;-20.135;76.21;2433.76
2382195;-21.857;82.402;2433.76
2382196;-23.949;86.52;2433.76
2382197;-27.59;82.402;2433.76
2382198;-32.635;82.517;2433.76
2382199;-20.511;89.062;2433.76
2382200;-20.011;87.743;2433.76
2382201;-20.463;89.062;2433.76
2382202;-19.963;87.791;2433.76
2382203;-32.635;65.465;2433.76
2382295;-11.769;-6.451;2433.76
2382296;-15.845;-5.122;2433.76
2382297;-18.675;5.376;2433.76
2382298;-17.805;6.049;2433.76
2382299;-11.613;4.327;2433.76
2382300;-7.495;2.235;2433.76
2382301;-11.613;-1.407;2433.76
2382302;-11.498;-6.451;2433.76
2382303;-4.953;5.672;2433.76
2382304;-6.272;6.173;2433.76
2382305;-4.953;5.721;2433.76
2382306;-6.224;6.221;2433.76
2382308;-28.238;-6.451;2433.76
2382309;-24.162;-5.122;2433.76
2382310;-21.332;5.376;2433.76
2382311;-22.202;6.049;2433.76
2382312;-28.394;4.327;2433.76
2382313;-32.512;2.235;2433.76
2382314;-28.394;-1.407;2433.76
2382315;-28.509;-6.451;2433.76
2382316;-35.054;5.672;2433.76
2382317;-33.735;6.173;2433.76
2382318;-35.054;5.721;2433.76
2382319;-33.783;6.221;2433.76
2382321;-45.332;-6.451;2433.76
2382322;-49.408;-5.122;2433.76
2382323;-52.238;5.376;2433.76
2382324;-51.368;6.049;2433.76
2382325;-45.176;4.327;2433.76
2382326;-41.058;2.235;2433.76
2382327;-45.176;-1.407;2433.76
2382328;-45.061;-6.451;2433.76
2382329;-38.516;5.672;2433.76
2382330;-39.835;6.173;2433.76
2382331;-38.516;5.721;2433.76
2382332;-39.787;6.221;2433.76
2382334;-61.801;-6.451;2433.76
2382335;-57.725;-5.122;2433.76
2382336;-54.895;5.376;2433.76
2382337;-55.765;6.049;2433.76
2382338;-61.957;4.327;2433.76
2382339;-66.075;2.235;2433.76
2382340;-61.957;-1.407;2433.76
2382341;-62.072;-6.451;2433.76
2382342;-68.617;5.672;2433.76
2382343;-67.298;6.173;2433.76
2382344;-68.617;5.721;2433.76
2382345;-67.346;6.221;2433.76
2382347;-78.583;-6.451;2433.76
2382348;-74.506;-5.122;2433.76
2382349;-71.677;5.376;2433.76
2382354;-78.854;-6.451;2433.76
2382357;-85.399;5.721;2433.76
2382360;-78.583;25.832;2433.76
2382361;-74.506;24.504;2433.76
2382364;-78.739;15.055;2433.76
2382366;-78.739;20.788;2433.76
2382369;-84.079;13.209;2433.76
2382370;-85.399;13.66;2433.76
2382371;-84.128;13.16;2433.76
2382373;-61.801;25.832;2433.76
2382374;-57.725;24.504;2433.76
2382375;-54.895;14.005;2433.76
2382376;-55.765;13.332;2433.76
2382377;-61.957;15.055;2433.76
2382378;-66.075;17.146;2433.76
2382399;-26.483;29.507;2433.76
2382400;-19.298;64.44;2433.76
2382401;-19.298;47.97;2433.76
2382402;-13.688;64.44;2433.76
2382403;-26.787;57.23;2433.76
2382404;-36.785;33.985;2433.76
2382405;-31.536;38.185;2433.76
2382406;-31.536;40.449;2433.76
2382407;-65.804;27.702;2433.76
2382408;-82.586;27.702;2433.76
2382409;-87.13;19.804;2433.76
2382410;-78.443;12.496;2433.76
2382411;-71.529;12.332;2433.76
2382412;-70.348;20.099;2433.76
2382413;-54.813;12.496;2433.76
2382414;-53.567;20.066;2433.76
2382415;-36.785;23.503;2433.76
2382416;-36.785;16.498;2433.76
2382417;-87.13;-0.423;2433.76
2382418;-77.574;6.886;2433.76
2382420;-53.567;6.886;2433.76
2382421;-65.804;-8.321;2433.76
2382422;-32.241;-8.321;2433.76
2382423;-3.222;0.119;2433.76
2382424;-29.264;6.886;2433.76
2382425;-21.185;7.05;2433.76
2382426;-18.822;7.05;2433.76
2382427;-0.852;6.886;2433.76
2382428;-11.908;6.886;2433.76
2382429;-13.688;15.276;2433.76
2382430;-13.688;32.058;2433.76
2382431;-13.688;47.97;2433.76
2382432;-13.688;82.435;2433.76
2382433;-13.852;75.193;2433.76
2382434;-19.298;36.823;2433.76
2382435;-22.891;32.525;2433.76
2382436;-19.298;24.307;2433.76
2382437;-22.891;24.684;2433.76
2382438;-36.785;-1.046;2433.76
2382439;-53.567;-1.013;2433.76
2382446;-5.707;23.667;2433.76
2382440;-70.348;-0.718;2433.76
2382441;1.519;12.266;2433.76
2382442;1.519;44.993;2433.76
2382443;1.519;86.249;2433.76
2382444;-6.38;90.793;2433.76
2382445;-5.297;40.449;2433.76
2382447;-20.004;-1.144;2433.76
2382448;-76.729;9.691;2433.76
2382449;-31.634;20.501;2433.76
2382450;-28.96;17.991;2433.76
2382451;-31.273;17.811;2433.76
2382452;-31.191;13.652;2433.76
