Element ID;X;Y;Z
2385541;-36.9;-9.453;0.0
2385542;-25.163;12.332;2525.623
2385543;-41.329;-8.321;2525.623
2385544;-7.766;-8.321;2525.623
2385545;-41.329;27.702;2525.623
2385546;-36.9;28.277;0.0
2385547;1.519;35.905;2525.623
2385548;1.519;69.468;2525.623
2385549;-34.505;69.468;2525.623
2385550;-35.079;41.58;0.0
2385551;-54.821;6.098;2525.623
2385553;-53.567;6.098;2525.623
2385554;-43.388;23.173;2530.052
2385552;-52.312;6.098;2525.623
2385563;-26.606;90.793;2534.81
2385564;-34.505;86.249;2534.81
2385565;-19.298;81.566;2534.81
2385566;-32.635;82.246;2534.81
2385567;-31.306;78.17;2534.81
2385568;-27.312;74.012;2534.81
2385569;-20.807;75.34;2534.81
2385570;-20.135;76.21;2534.81
2385571;-21.857;82.402;2534.81
2385572;-23.949;86.52;2534.81
2385573;-27.59;82.402;2534.81
2385574;-32.635;82.517;2534.81
2385575;-20.511;89.062;2534.81
2385576;-20.011;87.743;2534.81
2385577;-20.463;89.062;2534.81
2385578;-19.963;87.791;2534.81
2385579;-32.635;65.465;2534.81
2385580;-31.306;61.389;2534.81
2385581;-20.807;58.559;2534.81
2385582;-20.135;59.428;2534.81
2385583;-21.857;65.621;2534.81
2385584;-23.949;69.738;2534.81
2385585;-27.59;65.621;2534.81
2385586;-32.635;65.736;2534.81
2385587;-20.511;72.281;2534.81
2385588;-20.011;70.961;2534.81
2385589;-20.463;72.281;2534.81
2385590;-19.963;71.01;2534.81
2385591;-32.635;48.995;2534.81
2385592;-31.306;53.072;2534.81
2385593;-20.807;55.901;2534.81
2385594;-20.135;55.032;2534.81
2385595;-21.857;48.839;2534.81
2385596;-23.949;44.722;2534.81
2385597;-27.59;48.839;2534.81
2385598;-32.635;48.724;2534.81
2385599;-20.511;42.179;2534.81
2385600;-20.011;43.499;2534.81
2385601;-20.463;42.179;2534.81
2385602;-19.963;43.451;2534.81
2385603;-0.351;82.246;2534.81
2385604;-1.68;78.17;2534.81
2385605;-12.179;75.34;2534.81
2385606;-12.851;76.21;2534.81
2385607;-11.129;82.402;2534.81
2385608;-9.037;86.52;2534.81
2385609;-5.396;82.402;2534.81
2385610;-0.351;82.517;2534.81
2385611;-12.475;89.062;2534.81
2385614;-13.024;87.791;2534.81
2385615;-0.351;65.465;2534.81
2385616;-1.68;61.389;2534.81
2385612;-12.975;87.743;2534.81
2385613;-12.523;89.062;2534.81
2385619;-11.129;65.621;2534.81
2385620;-9.037;69.738;2534.81
2385621;-5.396;65.621;2534.81
2385622;-0.351;65.736;2534.81
2385623;-12.475;72.281;2534.81
2385624;-12.975;70.961;2534.81
2385625;-12.523;72.281;2534.81
2385626;-13.024;71.01;2534.81
2385627;-0.351;48.995;2534.81
2385628;-1.68;53.072;2534.81
2385629;-12.179;55.901;2534.81
2385630;-12.851;55.032;2534.81
2385631;-11.129;48.839;2534.81
2385632;-9.037;44.722;2534.81
2385633;-5.396;48.839;2534.81
2385634;-0.351;48.724;2534.81
2385635;-12.475;42.179;2534.81
2385636;-12.975;43.499;2534.81
2385637;-12.523;42.179;2534.81
2385638;-13.024;43.451;2534.81
2385639;-0.351;31.902;2534.81
2385640;-1.68;27.826;2534.81
2385641;-12.179;24.996;2534.81
2385642;-12.851;25.865;2534.81
2385643;-11.129;32.058;2534.81
2385644;-9.037;36.175;2534.81
2385645;-5.396;32.058;2534.81
2385646;-0.351;32.173;2534.81
2385647;-12.475;38.718;2534.81
2385648;-12.975;37.398;2534.81
2385649;-12.523;38.718;2534.81
2385650;-13.024;37.447;2534.81
2385651;-0.351;15.432;2534.81
2385652;-1.68;19.509;2534.81
2385653;-12.179;22.338;2534.81
2385654;-12.851;21.469;2534.81
2385655;-11.129;15.276;2534.81
2385656;-9.037;11.159;2534.81
2385657;-5.396;15.276;2534.81
2385658;-0.351;15.161;2534.81
2385659;-12.475;8.616;2534.81
2385660;-12.975;9.936;2534.81
2385661;-12.523;8.616;2534.81
2385662;-13.024;9.888;2534.81
2385671;-11.769;-6.451;2534.81
2385672;-15.845;-5.122;2534.81
2385673;-18.675;5.376;2534.81
2385674;-17.805;6.049;2534.81
2385675;-11.613;4.327;2534.81
2385676;-7.495;2.235;2534.81
2385677;-11.613;-1.407;2534.81
2385678;-11.498;-6.451;2534.81
2385679;-4.953;5.672;2534.81
2385680;-6.272;6.173;2534.81
2385681;-4.953;5.721;2534.81
2385682;-6.224;6.221;2534.81
2385684;-28.238;-6.451;2534.81
2385685;-24.162;-5.122;2534.81
2385686;-21.332;5.376;2534.81
2385687;-22.202;6.049;2534.81
2385688;-28.394;4.327;2534.81
2385689;-32.512;2.235;2534.81
2385690;-28.394;-1.407;2534.81
2385691;-28.509;-6.451;2534.81
2385692;-35.054;5.672;2534.81
2385693;-33.735;6.173;2534.81
2385694;-35.054;5.721;2534.81
2385695;-33.783;6.221;2534.81
2385697;-45.332;-6.451;2534.81
2385698;-49.408;-5.122;2534.81
2385699;-52.238;5.376;2534.81
2385700;-51.368;6.049;2534.81
2385701;-45.176;4.327;2534.81
2385702;-41.058;2.235;2534.81
2385703;-45.176;-1.407;2534.81
2385704;-45.061;-6.451;2534.81
2385705;-38.516;5.672;2534.81
2385706;-39.835;6.173;2534.81
2385707;-38.516;5.721;2534.81
2385708;-39.787;6.221;2534.81
2385710;-61.801;-6.451;2534.81
2385711;-57.725;-5.122;2534.81
2385712;-54.895;5.376;2534.81
2385713;-55.765;6.049;2534.81
2385714;-61.957;4.327;2534.81
2385715;-66.075;2.235;2534.81
2385716;-61.957;-1.407;2534.81
2385717;-62.072;-6.451;2534.81
2385718;-68.617;5.672;2534.81
2385719;-67.298;6.173;2534.81
2385720;-68.617;5.721;2534.81
2385721;-67.346;6.221;2534.81
2385729;-78.739;-1.407;2534.81
2385723;-78.583;-6.451;2534.81
2385724;-74.506;-5.122;2534.81
2385725;-71.677;5.376;2534.81
2385726;-72.546;6.049;2534.81
2385727;-78.739;4.327;2534.81
2385728;-82.856;2.235;2534.81
2385736;-78.583;25.832;2534.81
2385737;-74.506;24.504;2534.81
2385738;-71.677;14.005;2534.81
2385739;-72.546;13.332;2534.81
2385740;-78.739;15.055;2534.81
2385741;-82.856;17.146;2534.81
2385742;-78.739;20.788;2534.81
2385743;-78.854;25.832;2534.81
2385744;-85.399;13.709;2534.81
2385745;-84.079;13.209;2534.81
2385746;-85.399;13.66;2534.81
2385747;-84.128;13.16;2534.81
2385749;-61.801;25.832;2534.81
2385750;-57.725;24.504;2534.81
2385751;-54.895;14.005;2534.81
2385752;-55.765;13.332;2534.81
2385753;-61.957;15.055;2534.81
2385754;-66.075;17.146;2534.81
2385755;-61.957;20.788;2534.81
2385756;-62.072;25.832;2534.81
2385757;-68.617;13.709;2534.81
2385758;-67.298;13.209;2534.81
2385759;-68.617;13.66;2534.81
2385760;-67.346;13.16;2534.81
2385762;-45.332;25.832;2534.81
2385763;-49.408;24.504;2534.81
2385764;-52.238;14.005;2534.81
2385765;-51.368;13.332;2534.81
2385766;-45.176;15.055;2534.81
2385767;-41.058;17.146;2534.81
2385768;-45.176;20.788;2534.81
2385769;-45.061;25.832;2534.81
2385770;-38.516;13.709;2534.81
2385771;-39.835;13.209;2534.81
2385772;-38.516;13.66;2534.81
2385773;-39.787;13.16;2534.81
2385775;-26.483;29.507;2534.81
2385776;-19.298;64.44;2534.81
2385778;-13.688;64.44;2534.81
2385779;-26.787;57.23;2534.81
2385780;-36.785;33.985;2534.81
2385781;-31.536;38.185;2534.81
2385782;-31.536;40.449;2534.81
2385777;-19.298;47.97;2534.81
2385784;-82.586;27.702;2534.81
2385785;-87.13;19.804;2534.81
2385786;-78.443;12.496;2534.81
2385787;-71.529;12.332;2534.81
2385783;-65.804;27.702;2534.81
2385789;-54.813;12.496;2534.81
2385788;-70.348;20.099;2534.81
2385790;-53.567;20.066;2534.81
2385791;-36.785;23.503;2534.81
2385792;-36.785;16.498;2534.81
2385793;-87.13;-0.423;2534.81
2385794;-77.574;6.886;2534.81
2385796;-53.567;6.886;2534.81
2385797;-65.804;-8.321;2534.81
2385798;-32.241;-8.321;2534.81
2385799;-3.222;0.119;2534.81
2385800;-29.264;6.886;2534.81
2385801;-21.185;7.05;2534.81
2385802;-18.822;7.05;2534.81
2385803;-0.852;6.886;2534.81
2385804;-11.908;6.886;2534.81
2385805;-13.688;15.276;2534.81
2385806;-13.688;32.058;2534.81
2385807;-13.688;47.97;2534.81
2385808;-13.688;82.435;2534.81
2385809;-13.852;75.193;2534.81
2385810;-19.298;36.823;2534.81
2385811;-22.891;32.525;2534.81
2385812;-19.298;24.307;2534.81
2385813;-22.891;24.684;2534.81
2385814;-36.785;-1.046;2534.81
2385815;-53.567;-1.013;2534.81
2385816;-70.348;-0.718;2534.81
2385817;1.519;12.266;2534.81
2385818;1.519;44.993;2534.81
2385819;1.519;86.249;2534.81
2385820;-6.38;90.793;2534.81
2385821;-5.297;40.449;2534.81
2385822;-5.707;23.667;2534.81
2385823;-20.004;-1.144;2534.81
2385824;-76.729;9.691;2534.81
2385825;-31.634;20.501;2534.81
2385826;-28.96;17.991;2534.81
2385827;-31.273;17.811;2534.81
2385828;-31.191;13.652;2534.81
2385829;-26.598;15.202;2534.81
2385830;-21.546;14.464;2534.81
2385831;-28.484;16.597;2534.81
2385832;-26.483;15.941;2534.81
2385833;-19.134;14.317;2534.81
2385834;-34.505;44.993;2534.81
2385835;-82.586;-8.321;2534.81
2385836;-5.674;74.012;2534.81
2385839;-31.027;30.655;2534.81
2385840;-31.634;33.641;2534.81
2385837;-32.241;30.655;2534.81
2385838;-31.634;27.67;2534.81
2385843;-25.163;12.332;2534.81
2385845;-7.766;-8.321;2534.81
2385846;-41.329;27.702;2534.81
2385841;-5.789;57.23;2534.81
2385842;-36.9;-9.453;0.0
2385844;-41.329;-8.321;2534.81
2385847;-36.9;28.277;0.0
2385848;1.519;35.905;2534.81
2385853;-52.312;6.098;2534.81
2385849;1.519;69.468;2534.81
2385850;-34.505;69.468;2534.81
2385851;-35.079;41.58;0.0
2385852;-54.821;6.098;2534.81
2385854;-53.567;6.098;2534.81
2385855;-43.388;23.173;2539.239
2385864;-26.606;90.793;2543.996
2385865;-34.505;86.249;2543.996
2385866;-19.298;81.566;2543.996
2385867;-32.635;82.246;2543.996
2385868;-31.306;78.17;2543.996
2385869;-27.312;74.012;2543.996
2385870;-20.807;75.34;2543.996
2385871;-20.135;76.21;2543.996
2385872;-21.857;82.402;2543.996
2385873;-23.949;86.52;2543.996
2385874;-27.59;82.402;2543.996
2385875;-32.635;82.517;2543.996
2385876;-20.511;89.062;2543.996
2385877;-20.011;87.743;2543.996
2385878;-20.463;89.062;2543.996
2385879;-19.963;87.791;2543.996
2385880;-32.635;65.465;2543.996
2385881;-31.306;61.389;2543.996
2385882;-20.807;58.559;2543.996
2385883;-20.135;59.428;2543.996
2385884;-21.857;65.621;2543.996
2385885;-23.949;69.738;2543.996
2385886;-27.59;65.621;2543.996
2385887;-32.635;65.736;2543.996
2385888;-20.511;72.281;2543.996
2385889;-20.011;70.961;2543.996
2385890;-20.463;72.281;2543.996
2385891;-19.963;71.01;2543.996
2385892;-32.635;48.995;2543.996
2385893;-31.306;53.072;2543.996
2385894;-20.807;55.901;2543.996
2385895;-20.135;55.032;2543.996
2385896;-21.857;48.839;2543.996
2385897;-23.949;44.722;2543.996
2385898;-27.59;48.839;2543.996
2385899;-32.635;48.724;2543.996
2385900;-20.511;42.179;2543.996
2385901;-20.011;43.499;2543.996
2385902;-20.463;42.179;2543.996
2385903;-19.963;43.451;2543.996
2385904;-0.351;82.246;2543.996
2385905;-1.68;78.17;2543.996
2385906;-12.179;75.34;2543.996
2385907;-12.851;76.21;2543.996
2385908;-11.129;82.402;2543.996
2385909;-9.037;86.52;2543.996
2385910;-5.396;82.402;2543.996
2385911;-0.351;82.517;2543.996
2385912;-12.475;89.062;2543.996
2385913;-12.975;87.743;2543.996
2385914;-12.523;89.062;2543.996
2385915;-13.024;87.791;2543.996
2385916;-0.351;65.465;2543.996
2385917;-1.68;61.389;2543.996
2385918;-12.179;58.559;2543.996
2385919;-12.851;59.428;2543.996
2385920;-11.129;65.621;2543.996
2385921;-9.037;69.738;2543.996
2385922;-5.396;65.621;2543.996
2385927;-13.024;71.01;2543.996
2385928;-0.351;48.995;2543.996
2385929;-1.68;53.072;2543.996
2385930;-12.179;55.901;2543.996
2385931;-12.851;55.032;2543.996
2385923;-0.351;65.736;2543.996
2385924;-12.475;72.281;2543.996
2385925;-12.975;70.961;2543.996
2385926;-12.523;72.281;2543.996
2385932;-11.129;48.839;2543.996
2385933;-9.037;44.722;2543.996
2385934;-5.396;48.839;2543.996
2385935;-0.351;48.724;2543.996
2385936;-12.475;42.179;2543.996
2385941;-1.68;27.826;2543.996
2385942;-12.179;24.996;2543.996
2385943;-12.851;25.865;2543.996
2385944;-11.129;32.058;2543.996
2385945;-9.037;36.175;2543.996
2385946;-5.396;32.058;2543.996
2385947;-0.351;32.173;2543.996
2385939;-13.024;43.451;2543.996
2385940;-0.351;31.902;2543.996
2385948;-12.475;38.718;2543.996
2385949;-12.975;37.398;2543.996
2385950;-12.523;38.718;2543.996
2385951;-13.024;37.447;2543.996
2385952;-0.351;15.432;2543.996
2385955;-12.851;21.469;2543.996
2385953;-1.68;19.509;2543.996
2385954;-12.179;22.338;2543.996
2385956;-11.129;15.276;2543.996
2385957;-9.037;11.159;2543.996
2385958;-5.396;15.276;2543.996
2385959;-0.351;15.161;2543.996
2385960;-12.475;8.616;2543.996
2385961;-12.975;9.936;2543.996
2385962;-12.523;8.616;2543.996
2385963;-13.024;9.888;2543.996
2385972;-11.769;-6.451;2543.996
2385973;-15.845;-5.122;2543.996
2385974;-18.675;5.376;2543.996
2385975;-17.805;6.049;2543.996
2385976;-11.613;4.327;2543.996
2385977;-7.495;2.235;2543.996
2385978;-11.613;-1.407;2543.996
2385979;-11.498;-6.451;2543.996
2385980;-4.953;5.672;2543.996
2385981;-6.272;6.173;2543.996
2385982;-4.953;5.721;2543.996
2385983;-6.224;6.221;2543.996
2385985;-28.238;-6.451;2543.996
2385986;-24.162;-5.122;2543.996
2385987;-21.332;5.376;2543.996
2385988;-22.202;6.049;2543.996
2385989;-28.394;4.327;2543.996
2385990;-32.512;2.235;2543.996
2385991;-28.394;-1.407;2543.996
2385992;-28.509;-6.451;2543.996
2385993;-35.054;5.672;2543.996
2385994;-33.735;6.173;2543.996
2385995;-35.054;5.721;2543.996
2385996;-33.783;6.221;2543.996
2385998;-45.332;-6.451;2543.996
2385999;-49.408;-5.122;2543.996
2386000;-52.238;5.376;2543.996
2386001;-51.368;6.049;2543.996
2386002;-45.176;4.327;2543.996
2386003;-41.058;2.235;2543.996
2386004;-45.176;-1.407;2543.996
2386005;-45.061;-6.451;2543.996
2386006;-38.516;5.672;2543.996
2386007;-39.835;6.173;2543.996
2386008;-38.516;5.721;2543.996
2386009;-39.787;6.221;2543.996
2386011;-61.801;-6.451;2543.996
2386012;-57.725;-5.122;2543.996
2386013;-54.895;5.376;2543.996
2386014;-55.765;6.049;2543.996
2386015;-61.957;4.327;2543.996
2386016;-66.075;2.235;2543.996
2386017;-61.957;-1.407;2543.996
2386018;-62.072;-6.451;2543.996
2386019;-68.617;5.672;2543.996
2386020;-67.298;6.173;2543.996
2386021;-68.617;5.721;2543.996
2386022;-67.346;6.221;2543.996
2386024;-78.583;-6.451;2543.996
2386025;-74.506;-5.122;2543.996
2386026;-71.677;5.376;2543.996
2386027;-72.546;6.049;2543.996
2386028;-78.739;4.327;2543.996
2386029;-82.856;2.235;2543.996
2386030;-78.739;-1.407;2543.996
2386031;-78.854;-6.451;2543.996
2386032;-85.399;5.672;2543.996
2386033;-84.079;6.173;2543.996
2386034;-85.399;5.721;2543.996
2386035;-84.128;6.221;2543.996
2386037;-78.583;25.832;2543.996
2386038;-74.506;24.504;2543.996
2386039;-71.677;14.005;2543.996
2386040;-72.546;13.332;2543.996
2386041;-78.739;15.055;2543.996
2386042;-82.856;17.146;2543.996
2386043;-78.739;20.788;2543.996
2386044;-78.854;25.832;2543.996
2386045;-85.399;13.709;2543.996
2386046;-84.079;13.209;2543.996
2386047;-85.399;13.66;2543.996
2386048;-84.128;13.16;2543.996
2386050;-61.801;25.832;2543.996
2386051;-57.725;24.504;2543.996
2386052;-54.895;14.005;2543.996
2386053;-55.765;13.332;2543.996
2386054;-61.957;15.055;2543.996
2386055;-66.075;17.146;2543.996
2386056;-61.957;20.788;2543.996
2386057;-62.072;25.832;2543.996
2386058;-68.617;13.709;2543.996
2386059;-67.298;13.209;2543.996
2386060;-68.617;13.66;2543.996
2386061;-67.346;13.16;2543.996
2517133;1.847;44.993;2589.928
2386063;-45.332;25.832;2543.996
2386064;-49.408;24.504;2543.996
2386065;-52.238;14.005;2543.996
2386066;-51.368;13.332;2543.996
2386067;-45.176;15.055;2543.996
2386068;-41.058;17.146;2543.996
2386069;-45.176;20.788;2543.996
2386070;-45.061;25.832;2543.996
2386071;-38.516;13.709;2543.996
2386072;-39.835;13.209;2543.996
2386073;-38.516;13.66;2543.996
2386074;-39.787;13.16;2543.996
2386076;-26.483;29.507;2543.996
2386077;-19.298;64.44;2543.996
2386078;-19.298;47.97;2543.996
2386079;-13.688;64.44;2543.996
2386080;-26.787;57.23;2543.996
2386081;-36.785;33.985;2543.996
2386082;-31.536;38.185;2543.996
2386083;-31.536;40.449;2543.996
2386084;-65.804;27.702;2543.996
2386085;-82.586;27.702;2543.996
2386086;-87.13;19.804;2543.996
2386087;-78.443;12.496;2543.996
2386088;-71.529;12.332;2543.996
2386089;-70.348;20.099;2543.996
2386090;-54.813;12.496;2543.996
2386091;-53.567;20.066;2543.996
2386092;-36.785;23.503;2543.996
2386093;-36.785;16.498;2543.996
2386094;-87.13;-0.423;2543.996
2386095;-77.574;6.886;2543.996
2386097;-53.567;6.886;2543.996
2386098;-65.804;-8.321;2543.996
2386099;-32.241;-8.321;2543.996
2386100;-3.222;0.119;2543.996
2386101;-29.264;6.886;2543.996
2386102;-21.185;7.05;2543.996
2386103;-18.822;7.05;2543.996
2386104;-0.852;6.886;2543.996
2386105;-11.908;6.886;2543.996
2386106;-13.688;15.276;2543.996
2386107;-13.688;32.058;2543.996
2386108;-13.688;47.97;2543.996
2386109;-13.688;82.435;2543.996
2386110;-13.852;75.193;2543.996
2386111;-19.298;36.823;2543.996
2386112;-22.891;32.525;2543.996
2386113;-19.298;24.307;2543.996
2386114;-22.891;24.684;2543.996
2386115;-36.785;-1.046;2543.996
2386116;-53.567;-1.013;2543.996
2386117;-70.348;-0.718;2543.996
2386118;1.519;12.266;2543.996
2386119;1.519;44.993;2543.996
2386120;1.519;86.249;2543.996
2386121;-6.38;90.793;2543.996
2386122;-5.297;40.449;2543.996
2386123;-5.707;23.667;2543.996
2386124;-20.004;-1.144;2543.996
2386125;-76.729;9.691;2543.996
2386126;-31.634;20.501;2543.996
2386127;-28.96;17.991;2543.996
2386128;-31.273;17.811;2543.996
2386129;-31.191;13.652;2543.996
2386130;-26.598;15.202;2543.996
2386131;-21.546;14.464;2543.996
2386132;-28.484;16.597;2543.996
2386133;-26.483;15.941;2543.996
2386134;-19.134;14.317;2543.996
2386135;-34.505;44.993;2543.996
2386136;-82.586;-8.321;2543.996
2386137;-5.674;74.012;2543.996
2386138;-32.241;30.655;2543.996
2386139;-31.634;27.67;2543.996
2386140;-31.027;30.655;2543.996
2386141;-31.634;33.641;2543.996
2386142;-5.789;57.23;2543.996
2386143;-36.9;-9.453;0.0
2386144;-25.163;12.332;2543.996
2386145;-41.329;-8.321;2543.996
2386146;-7.766;-8.321;2543.996
2386147;-41.329;27.702;2543.996
2386148;-36.9;28.277;0.0
2386149;1.519;35.905;2543.996
2386150;1.519;69.468;2543.996
2386151;-34.505;69.468;2543.996
2386152;-35.079;41.58;0.0
2386153;-54.821;6.098;2543.996
2386154;-52.312;6.098;2543.996
2386155;-53.567;6.098;2543.996
2386156;-43.388;23.173;2548.425
2386165;-26.606;90.793;2553.182
2386166;-34.505;86.249;2553.182
2386167;-19.298;81.566;2553.182
2386168;-32.635;82.246;2553.182
2386169;-31.306;78.17;2553.182
2386170;-27.312;74.012;2553.182
2386171;-20.807;75.34;2553.182
2386172;-20.135;76.21;2553.182
2386173;-21.857;82.402;2553.182
2386174;-23.949;86.52;2553.182
2386175;-27.59;82.402;2553.182
2386176;-32.635;82.517;2553.182
2386177;-20.511;89.062;2553.182
2386178;-20.011;87.743;2553.182
2386179;-20.463;89.062;2553.182
2386180;-19.963;87.791;2553.182
2386181;-32.635;65.465;2553.182
2386182;-31.306;61.389;2553.182
2386183;-20.807;58.559;2553.182
2386184;-20.135;59.428;2553.182
2386185;-21.857;65.621;2553.182
2386186;-23.949;69.738;2553.182
2386187;-27.59;65.621;2553.182
2386188;-32.635;65.736;2553.182
2386189;-20.511;72.281;2553.182
2386190;-20.011;70.961;2553.182
2386191;-20.463;72.281;2553.182
2386192;-19.963;71.01;2553.182
2386193;-32.635;48.995;2553.182
2386194;-31.306;53.072;2553.182
2386195;-20.807;55.901;2553.182
2386196;-20.135;55.032;2553.182
2386197;-21.857;48.839;2553.182
2386198;-23.949;44.722;2553.182
2386199;-27.59;48.839;2553.182
2386200;-32.635;48.724;2553.182
2386201;-20.511;42.179;2553.182
2386202;-20.011;43.499;2553.182
2386203;-20.463;42.179;2553.182
2386204;-19.963;43.451;2553.182
2386205;-0.351;82.246;2553.182
2386206;-1.68;78.17;2553.182
2386207;-12.179;75.34;2553.182
2386208;-12.851;76.21;2553.182
2386209;-11.129;82.402;2553.182
2386210;-9.037;86.52;2553.182
2386211;-5.396;82.402;2553.182
2386212;-0.351;82.517;2553.182
2386213;-12.475;89.062;2553.182
2386214;-12.975;87.743;2553.182
2386215;-12.523;89.062;2553.182
2386216;-13.024;87.791;2553.182
2386217;-0.351;65.465;2553.182
2386218;-1.68;61.389;2553.182
2386219;-12.179;58.559;2553.182
2386220;-12.851;59.428;2553.182
2386221;-11.129;65.621;2553.182
2386222;-9.037;69.738;2553.182
2386223;-5.396;65.621;2553.182
2386224;-0.351;65.736;2553.182
2386225;-12.475;72.281;2553.182
2386226;-12.975;70.961;2553.182
2386227;-12.523;72.281;2553.182
2386228;-13.024;71.01;2553.182
2386229;-0.351;48.995;2553.182
2386230;-1.68;53.072;2553.182
2386231;-12.179;55.901;2553.182
2386232;-12.851;55.032;2553.182
2386233;-11.129;48.839;2553.182
2386234;-9.037;44.722;2553.182
2386235;-5.396;48.839;2553.182
2386236;-0.351;48.724;2553.182
2386237;-12.475;42.179;2553.182
2386238;-12.975;43.499;2553.182
2386239;-12.523;42.179;2553.182
2386240;-13.024;43.451;2553.182
2386241;-0.351;31.902;2553.182
2386242;-1.68;27.826;2553.182
2386243;-12.179;24.996;2553.182
2386244;-12.851;25.865;2553.182
2386245;-11.129;32.058;2553.182
2386246;-9.037;36.175;2553.182
2386247;-5.396;32.058;2553.182
2386248;-0.351;32.173;2553.182
2386249;-12.475;38.718;2553.182
2386250;-12.975;37.398;2553.182
2386251;-12.523;38.718;2553.182
2386252;-13.024;37.447;2553.182
2386253;-0.351;15.432;2553.182
2386254;-1.68;19.509;2553.182
2386255;-12.179;22.338;2553.182
2386256;-12.851;21.469;2553.182
2386257;-11.129;15.276;2553.182
2386258;-9.037;11.159;2553.182
2386259;-5.396;15.276;2553.182
2386260;-0.351;15.161;2553.182
2386261;-12.475;8.616;2553.182
2386262;-12.975;9.936;2553.182
2386263;-12.523;8.616;2553.182
2386264;-13.024;9.888;2553.182
2386273;-11.769;-6.451;2553.182
2386274;-15.845;-5.122;2553.182
2386275;-18.675;5.376;2553.182
2386276;-17.805;6.049;2553.182
2386277;-11.613;4.327;2553.182
2386278;-7.495;2.235;2553.182
2386279;-11.613;-1.407;2553.182
2386280;-11.498;-6.451;2553.182
2386281;-4.953;5.672;2553.182
2386282;-6.272;6.173;2553.182
2386283;-4.953;5.721;2553.182
2386284;-6.224;6.221;2553.182
2386286;-28.238;-6.451;2553.182
2386287;-24.162;-5.122;2553.182
2386288;-21.332;5.376;2553.182
2386289;-22.202;6.049;2553.182
2386290;-28.394;4.327;2553.182
2386291;-32.512;2.235;2553.182
2386292;-28.394;-1.407;2553.182
2386293;-28.509;-6.451;2553.182
2386294;-35.054;5.672;2553.182
2386295;-33.735;6.173;2553.182
2386296;-35.054;5.721;2553.182
2386297;-33.783;6.221;2553.182
2386299;-45.332;-6.451;2553.182
2386300;-49.408;-5.122;2553.182
2386301;-52.238;5.376;2553.182
2386302;-51.368;6.049;2553.182
2386303;-45.176;4.327;2553.182
2386304;-41.058;2.235;2553.182
2386305;-45.176;-1.407;2553.182
2386306;-45.061;-6.451;2553.182
2386307;-38.516;5.672;2553.182
2386308;-39.835;6.173;2553.182
2386309;-38.516;5.721;2553.182
2386310;-39.787;6.221;2553.182
2386312;-61.801;-6.451;2553.182
2386313;-57.725;-5.122;2553.182
2386314;-54.895;5.376;2553.182
2386315;-55.765;6.049;2553.182
2386316;-61.957;4.327;2553.182
2386317;-66.075;2.235;2553.182
2386318;-61.957;-1.407;2553.182
2386319;-62.072;-6.451;2553.182
2386320;-68.617;5.672;2553.182
2386321;-67.298;6.173;2553.182
2386322;-68.617;5.721;2553.182
2386323;-67.346;6.221;2553.182
2386325;-78.583;-6.451;2553.182
2386326;-74.506;-5.122;2553.182
2386327;-71.677;5.376;2553.182
2386328;-72.546;6.049;2553.182
2386329;-78.739;4.327;2553.182
2386330;-82.856;2.235;2553.182
2386331;-78.739;-1.407;2553.182
2386332;-78.854;-6.451;2553.182
2386333;-85.399;5.672;2553.182
2386334;-84.079;6.173;2553.182
2386335;-85.399;5.721;2553.182
2386336;-84.128;6.221;2553.182
2386338;-78.583;25.832;2553.182
2386339;-74.506;24.504;2553.182
2386340;-71.677;14.005;2553.182
2386341;-72.546;13.332;2553.182
2386342;-78.739;15.055;2553.182
2386343;-82.856;17.146;2553.182
2386344;-78.739;20.788;2553.182
2386345;-78.854;25.832;2553.182
2386346;-85.399;13.709;2553.182
2386347;-84.079;13.209;2553.182
2386348;-85.399;13.66;2553.182
2386349;-84.128;13.16;2553.182
2386351;-61.801;25.832;2553.182
2386352;-57.725;24.504;2553.182
2386353;-54.895;14.005;2553.182
2386354;-55.765;13.332;2553.182
2386355;-61.957;15.055;2553.182
2386356;-66.075;17.146;2553.182
2386357;-61.957;20.788;2553.182
2386358;-62.072;25.832;2553.182
2386359;-68.617;13.709;2553.182
2386360;-67.298;13.209;2553.182
2386361;-68.617;13.66;2553.182
2386362;-67.346;13.16;2553.182
2386364;-45.332;25.832;2553.182
2386365;-49.408;24.504;2553.182
2386366;-52.238;14.005;2553.182
2386367;-51.368;13.332;2553.182
2386368;-45.176;15.055;2553.182
2386369;-41.058;17.146;2553.182
2386370;-45.176;20.788;2553.182
2386371;-45.061;25.832;2553.182
2386372;-38.516;13.709;2553.182
2386373;-39.835;13.209;2553.182
2386374;-38.516;13.66;2553.182
2386375;-39.787;13.16;2553.182
2386377;-26.483;29.507;2553.182
2386378;-19.298;64.44;2553.182
2386379;-19.298;47.97;2553.182
2386380;-13.688;64.44;2553.182
2386381;-26.787;57.23;2553.182
2386382;-36.785;33.985;2553.182
2386383;-31.536;38.185;2553.182
2386384;-31.536;40.449;2553.182
2386385;-65.804;27.702;2553.182
2386386;-82.586;27.702;2553.182
2386387;-87.13;19.804;2553.182
2386388;-78.443;12.496;2553.182
2386389;-71.529;12.332;2553.182
2386390;-70.348;20.099;2553.182
2386391;-54.813;12.496;2553.182
2386392;-53.567;20.066;2553.182
2386393;-36.785;23.503;2553.182
2386394;-36.785;16.498;2553.182
2386395;-87.13;-0.423;2553.182
