Element ID;Element Name;Category;Family;Type;Level;Altura;Comprimento;Contador;Área;Área Calculada
13071;731,66 - TER;Níveis;Nível;8mm Head;N/A;;;1.0;;
19101;Default;Materiais;N/A;N/A;N/A;;;1.0;;
19102;Default Floor;Materiais;N/A;N/A;N/A;;;1.0;;
19103;Default Roof;Materiais;N/A;N/A;N/A;;;1.0;;
19104;Default Wall;Materiais;N/A;N/A;N/A;;;1.0;;
19105;Glass;Materiais;N/A;N/A;N/A;;;1.0;;
20485;Earth;Materiais;N/A;N/A;N/A;;;1.0;;
20489;Concrete, Cast-in-Place gray;Materiais;N/A;N/A;N/A;;;1.0;;
20491;Brick, Common;Materiais;N/A;N/A;N/A;;;1.0;;
20496;Metal Stud Layer;Materiais;N/A;N/A;N/A;;;1.0;;
20503;Aluminum;Materiais;N/A;N/A;N/A;;;1.0;;
20507;Plywood, Sheathing;Materiais;N/A;N/A;N/A;;;1.0;;
20510;Softwood, Lumber;Materiais;N/A;N/A;N/A;;;1.0;;
20524;Air;Materiais;N/A;N/A;N/A;;;1.0;;
20526;Air Infiltration Barrier;Materiais;N/A;N/A;N/A;;;1.0;;
20534;Glass, Clear Glazing;Materiais;N/A;N/A;N/A;;;1.0;;
23915;Phase - Temporary;Materiais;N/A;N/A;N/A;;;1.0;;
25363;Roofing, EPDM Membrane;Materiais;N/A;N/A;N/A;;;1.0;;
25364;Asphalt Shingle;Materiais;N/A;N/A;N/A;;;1.0;;
28309;Ceiling Tile 600 x 1200;Materiais;N/A;N/A;N/A;;;1.0;;
29842;Phase - New;Materiais;N/A;N/A;N/A;;;1.0;;
29886;;Curvas de nível principais;N/A;N/A;N/A;;;1.0;;
30407;;Curvas de nível principais;N/A;N/A;N/A;;;1.0;;
69280;Project Name;Informações do projeto;N/A;N/A;N/A;;;1.0;;
71267;Poche;Materiais;N/A;N/A;N/A;;;1.0;;
71836;Default Mass Floor;Materiais;N/A;N/A;N/A;;;1.0;;
75451;Gypsum Wall Board (1);Materiais;N/A;N/A;N/A;;;1.0;;
75452;Concrete Masonry Units (1);Materiais;N/A;N/A;N/A;;;1.0;;
128457;Default Light Source;Materiais;N/A;N/A;N/A;;;1.0;;
129814;Phase - Demo;Materiais;N/A;N/A;N/A;;;1.0;;
129815;Phase - Exist;Materiais;N/A;N/A;N/A;;;1.0;;
136428;Default Form;Materiais;N/A;N/A;N/A;;;1.0;;
137813;Other;Definições de fator de demanda elétrica ;N/A;N/A;N/A;;;1.0;;
137815;Motor;Definições de fator de demanda elétrica ;N/A;N/A;N/A;;;1.0;;
138591;Demand Factor;Definições de fator de demanda elétrica ;N/A;N/A;N/A;;;1.0;;
141237;Branch Panel;Modelos de tabela de painéis - Painel de ramificação;N/A;N/A;N/A;;;1.0;;
141238;Data Panel;Modelos de tabela de painéis - Painel de dados;N/A;N/A;N/A;;;1.0;;
141239;Switchboard;Modelos de tabela de painéis - Caixa de interruptor;N/A;N/A;N/A;;;1.0;;
146075;Spare;Definições de fator de demanda elétrica ;N/A;N/A;N/A;;;1.0;;
147546;Default Mass Shade;Materiais;N/A;N/A;N/A;;;1.0;;
147552;Default Mass Opening;Materiais;N/A;N/A;N/A;;;1.0;;
147557;Branch Panel 2;Modelos de tabela de painéis - Painel de ramificação;N/A;N/A;N/A;;;1.0;;
147558;Branch Panel 1;Modelos de tabela de painéis - Painel de ramificação;N/A;N/A;N/A;;;1.0;;
149034;Other Estimated Demand;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149035;Other Connected;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149036;Other Estimated Demand Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149037;Other Connected Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149038;Other Demand Factor;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149039;Actual Other Load;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149040;Motor Estimated Demand;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149041;Motor Connected;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149042;Motor Estimated Demand Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149043;Motor Connected Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149044;Motor Demand Factor;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149045;Actual Motor Load;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149046;Power Estimated Demand;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149047;Power Connected;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149048;Power Estimated Demand Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149049;Power Connected Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149050;Power Demand Factor;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149051;Actual Power Load;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149052;Lighting Estimated Demand;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149053;Lighting Connected;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149054;Lighting Estimated Demand Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149055;Lighting Connected Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149056;Lighting Demand Factor;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149057;Actual Lighting Load;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149058;HVAC Estimated Demand;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149059;HVAC Connected;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149060;HVAC Estimated Demand Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149061;HVAC Connected Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149062;HVAC Demand Factor;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149063;Actual HVAC Load;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149064;Spare Estimated Demand;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149065;Spare Connected;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149066;Spare Estimated Demand Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149067;Spare Connected Current;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149068;Spare Demand Factor;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
149069;Actual Spare Load;Elemento de parâmetro de classificação de carga elétrica ;N/A;N/A;N/A;;;1.0;;
152819;Concrete;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
154050;Carbon Steel - Schedule 40;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154051;Carbon Steel - Schedule 80;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154052;Copper - A;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154053;Copper - B;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154054;Copper - C;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154055;Copper - D;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154056;Ductile Iron - 22;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154057;Ductile Iron - 30;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154058;Plastic - Schedule 40;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154059;Plastic - Schedule 80;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154060;Stainless Steel - 5S;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154061;Stainless Steel - 10S;Segmentos de tubulação;N/A;N/A;N/A;;;1.0;;
154177;Steel, Carbon;Materiais;N/A;N/A;N/A;;;1.0;;
154178;Copper;Materiais;N/A;N/A;N/A;;;1.0;;
154179;Iron, Ductile;Materiais;N/A;N/A;N/A;;;1.0;;
154180;Plastic;Materiais;N/A;N/A;N/A;;;1.0;;
154181;Stainless Steel;Materiais;N/A;N/A;N/A;;;1.0;;
154877;Default;Definições de fator de demanda elétrica ;N/A;N/A;N/A;;;1.0;;
162438;Glass - Soda Lime;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162439;Glass - Lime Window;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162441;Earth;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162442;Soil;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162444;Concrete(1);Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162445;Concrete;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162450;Brick - Common;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162451;Brick - Mediumweight;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162454;Block - Mediumweight;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162456;Steel;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162457;Air;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162460;Steel;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162462;Aluminum;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162463;Aluminum;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162468;Plywood;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162469;Plywood;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162474;Softwood;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162475;Softwood;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162477;Air;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162480;Bitumen Impregnated Paper;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162496;Gypsum Wall Board;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162497;Gypsum Plasterboard;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162503;Rubber;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162505;Asphalt Shingle;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162506;Bitumen/Felt Layers;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162516;Acoustic Ceiling Tile;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162517;Acoustic Tile;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162552;Steel - Carbon;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162555;Copper;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162556;Copper;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162558;Iron - Ductile Cast A536 65-45-12;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162559;Iron;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162561;Plastic;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162562;Polyethylene - HDPE;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162564;Stainless Steel;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
162565;Stainless Steel;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
202842;System-Zones;Materiais;N/A;N/A;N/A;;;1.0;;
203583;Analytical Spaces;Materiais;N/A;N/A;N/A;;;1.0;;
203585;Exterior Walls;Materiais;N/A;N/A;N/A;;;1.0;;
203587;Roofs;Materiais;N/A;N/A;N/A;;;1.0;;
203589;Slabs on Grade;Materiais;N/A;N/A;N/A;;;1.0;;
203591;Interior Walls;Materiais;N/A;N/A;N/A;;;1.0;;
203593;Interior Floors;Materiais;N/A;N/A;N/A;;;1.0;;
203595;Ceilings;Materiais;N/A;N/A;N/A;;;1.0;;
203597;Air Surfaces;Materiais;N/A;N/A;N/A;;;1.0;;
203599;Underground Walls;Materiais;N/A;N/A;N/A;;;1.0;;
203601;Operable Windows;Materiais;N/A;N/A;N/A;;;1.0;;
203603;Operable Skylights;Materiais;N/A;N/A;N/A;;;1.0;;
203605;Sliding Doors;Materiais;N/A;N/A;N/A;;;1.0;;
203607;Air Openings;Materiais;N/A;N/A;N/A;;;1.0;;
203609;Shades;Materiais;N/A;N/A;N/A;;;1.0;;
204703;Concrete 35 MPa;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
204704;Concrete, Cast-in-Place - C35;Materiais;N/A;N/A;N/A;;;1.0;;
205603;Material pré-definido de parede;Materiais;N/A;N/A;N/A;;;1.0;;
205604;Vidro;Materiais;N/A;N/A;N/A;;;1.0;;
205605;Terra;Materiais;N/A;N/A;N/A;;;1.0;;
205627;Vidro - Lima soda;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
205628;Vidro - Janela de silício;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
205629;Terra;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
205630;Solo;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
206522;TOPO DE VIGA;Materiais;N/A;N/A;N/A;;;1.0;;
206523;C12/15;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
206524;Concrete, C12/15;Materiais;N/A;N/A;N/A;;;1.0;;
208554;Concreto;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
208568;Concreto, Moldado no local - Cinza;Materiais;N/A;N/A;N/A;;;1.0;;
208571;Concreto;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
208573;Concreto(1);Recursos de materiais;N/A;N/A;N/A;;;1.0;;
208696;Metal - Steel;Materiais;N/A;N/A;N/A;;;1.0;;
211873;Bloco de Concreto;Materiais;N/A;N/A;N/A;;;1.0;;
211877;Bloco - Peso Médio;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
212942;DRYWALL ST;Materiais;N/A;N/A;N/A;;;1.0;;
213936;Plaster;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
215107;Alumín.;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
215108;Alumín.;Materiais;N/A;N/A;N/A;;;1.0;;
215110;Alumín.;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
219209;AMARELO;Materiais;N/A;N/A;N/A;;;1.0;;
219232;PRETO;Materiais;N/A;N/A;N/A;;;1.0;;
220124;Concrete - Cast-in-Place Concrete;Materiais;N/A;N/A;N/A;;;1.0;;
220131;TÉRRA DE ESCAVAÇÃO;Materiais;N/A;N/A;N/A;;;1.0;;
222317;Preenchimento;Materiais;N/A;N/A;N/A;;;1.0;;
222320;345 MPa;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
222322;Aço;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
222323;Aço 345 MPa;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
222324;Steel, 45-345;Materiais;N/A;N/A;N/A;;;1.0;;
222326;Steel 345 MPa;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
223433;ESCAVAÇÃO;Materiais;N/A;N/A;N/A;;;1.0;;
225384;Estaca arrasada;Materiais;N/A;N/A;N/A;;;1.0;;
226404;LARANJA;Materiais;N/A;N/A;N/A;;;1.0;;
228175;Concreto - Moldado in Loco;Materiais;N/A;N/A;N/A;;;1.0;;
228176;Normal Weight Concrete - 35 MPa;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
230417;PAREDE DIAFRAGMA;Materiais;N/A;N/A;N/A;;;1.0;;
230489;GABIÃO;Materiais;N/A;N/A;N/A;;;1.0;;
238799;Aluminio;Materiais;N/A;N/A;N/A;;;1.0;;
239869;Metal - Aluminium;Materiais;N/A;N/A;N/A;;;1.0;;
239871;PVC;Materiais;N/A;N/A;N/A;;;1.0;;
239873;Cloreto de polivinilo - flexível;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
239874;Cloreto de polivinilo - Flexível;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
241191;MATERIAL PORTA;Materiais;N/A;N/A;N/A;;;1.0;;
241192;MATERIAL GUARNIÇÃO;Materiais;N/A;N/A;N/A;;;1.0;;
241193;MATERIAL BATENTE;Materiais;N/A;N/A;N/A;;;1.0;;
241195;MAÇANETA;Materiais;N/A;N/A;N/A;;;1.0;;
241199;MATERIAL SOLEIRA;Materiais;N/A;N/A;N/A;;;1.0;;
241201;PÓRTICO;Materiais;N/A;N/A;N/A;;;1.0;;
241202;PORTÃO;Materiais;N/A;N/A;N/A;;;1.0;;
245796;Wall Material (1);Materiais;N/A;N/A;N/A;;;1.0;;
252675;Folha;Materiais;N/A;N/A;N/A;;;1.0;;
252678;Granite;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
259150;Aço;Materiais;N/A;N/A;N/A;;;1.0;;
259151;soleira;Materiais;N/A;N/A;N/A;;;1.0;;
259152;Palheta;Materiais;N/A;N/A;N/A;;;1.0;;
259153;qD_MET_Aluminio6;Materiais;N/A;N/A;N/A;;;1.0;;
259156;Metal - Stainless Steel;Materiais;N/A;N/A;N/A;;;1.0;;
265811;Pintura Acrilica Fosca;Materiais;N/A;N/A;N/A;;;1.0;;
265812;Emboço;Materiais;N/A;N/A;N/A;;;1.0;;
265813;Pintura Branca;Materiais;N/A;N/A;N/A;;;1.0;;
269354;Metal;Materiais;N/A;N/A;N/A;;;1.0;;
278468;Aço Galvanizado - PCF;Materiais;N/A;N/A;N/A;;;1.0;;
299119;Porta - Puxador;Materiais;N/A;N/A;N/A;;;1.0;;
299120;Vidro transparente;Materiais;N/A;N/A;N/A;;;1.0;;
358835;Alumínio;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
358836;Alumínio;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
358838;Pedra calcária;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
358840;Água;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
358842;Água;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
358955;Concreto - Pré-Fabricado;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
358968;Pedra calcária;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
359011;Compensado, Revestimento;Materiais;N/A;N/A;N/A;;;1.0;;
359012;Concreto, Peso leve;Materiais;N/A;N/A;N/A;;;1.0;;
359013;Pintura PVA Branca;Materiais;N/A;N/A;N/A;;;1.0;;
359014;Pintura Acrílica;Materiais;N/A;N/A;N/A;;;1.0;;
359015;Pintura Acrilica Acetinada;Materiais;N/A;N/A;N/A;;;1.0;;
359016;Revestimento Ceramico 30x30;Materiais;N/A;N/A;N/A;;;1.0;;
359018;Metal - Steel - Dunbarton - Bright White Enamel;Materiais;N/A;N/A;N/A;;;1.0;;
359019;Madeira - Bétula - Manchada sólida leve com baixo brilho;Materiais;N/A;N/A;N/A;;;1.0;;
359020;Madeira - Teca;Materiais;N/A;N/A;N/A;;;1.0;;
359021;Metal Frame;Materiais;N/A;N/A;N/A;;;1.0;;
359022;DRYWALL RU;Materiais;N/A;N/A;N/A;;;1.0;;
359023;DRYWALL RF;Materiais;N/A;N/A;N/A;;;1.0;;
359024;Revestimento Porcelanato 60x60;Materiais;N/A;N/A;N/A;;;1.0;;
359025;GESSO SARRAFEADO;Materiais;N/A;N/A;N/A;;;1.0;;
359026;GESSO DESEMPENADO;Materiais;N/A;N/A;N/A;;;1.0;;
359027;Pintura Acrilica Brilhante;Materiais;N/A;N/A;N/A;;;1.0;;
359028;Chapisco;Materiais;N/A;N/A;N/A;;;1.0;;
359029;EPS;Materiais;N/A;N/A;N/A;;;1.0;;
359030;Reboco;Materiais;N/A;N/A;N/A;;;1.0;;
359032;Pastilhas;Materiais;N/A;N/A;N/A;;;1.0;;
359033;CONTRAPISO (NIVELANTE);Materiais;N/A;N/A;N/A;;;1.0;;
359034;CONTRAPISO;Materiais;N/A;N/A;N/A;;;1.0;;
359035;CONTRAPISO ISOPOR;Materiais;N/A;N/A;N/A;;;1.0;;
359036;Madeira - Teca Tacão;Materiais;N/A;N/A;N/A;;;1.0;;
359037;Madeira - Teca Tacão(1);Materiais;N/A;N/A;N/A;;;1.0;;
359038;Cerâmica;Materiais;N/A;N/A;N/A;;;1.0;;
359039;Porcelanato 01;Materiais;N/A;N/A;N/A;;;1.0;;
359040;Porcelanato Acetinado 01 60x60;Materiais;N/A;N/A;N/A;;;1.0;;
359041;Porcelanato Polido 01 60x60;Materiais;N/A;N/A;N/A;;;1.0;;
359042;Porcelanato Esmaltado 01 60x60;Materiais;N/A;N/A;N/A;;;1.0;;
359043;Madeira - Bétula - Manchada sólida leve com baixo brilho(1);Materiais;N/A;N/A;N/A;;;1.0;;
359044;Granito;Materiais;N/A;N/A;N/A;;;1.0;;
359045;Marmore;Materiais;N/A;N/A;N/A;;;1.0;;
359046;Silestone;Materiais;N/A;N/A;N/A;;;1.0;;
359047;Asfalto;Materiais;N/A;N/A;N/A;;;1.0;;
359048;Paralelepipedo;Materiais;N/A;N/A;N/A;;;1.0;;
359049;Intertravado;Materiais;N/A;N/A;N/A;;;1.0;;
359051;Concreto;Materiais;N/A;N/A;N/A;;;1.0;;
359052;Alumínio;Materiais;N/A;N/A;N/A;;;1.0;;
359053;Cimento;Materiais;N/A;N/A;N/A;;;1.0;;
359054;Cimento Queimado;Materiais;N/A;N/A;N/A;;;1.0;;
359055;Argamassa;Materiais;N/A;N/A;N/A;;;1.0;;
359056;Travertino;Materiais;N/A;N/A;N/A;;;1.0;;
359057;Grama;Materiais;N/A;N/A;N/A;;;1.0;;
359058;Água;Materiais;N/A;N/A;N/A;;;1.0;;
359059;Pastilhas Cor Azul;Materiais;N/A;N/A;N/A;;;1.0;;
359060;Carpete;Materiais;N/A;N/A;N/A;;;1.0;;
359061;Ardósia;Materiais;N/A;N/A;N/A;;;1.0;;
359062;Epoxi;Materiais;N/A;N/A;N/A;;;1.0;;
359063;GESSO ACARTONADO;Materiais;N/A;N/A;N/A;;;1.0;;
359064;Madeira;Materiais;N/A;N/A;N/A;;;1.0;;
359083;Compensado;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
359084;Compensado;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
359085;Concreto PL 4 ksi;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
359086;Concreto - Peso leve;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
372171;Concrete(1);Recursos de materiais;N/A;N/A;N/A;;;1.0;;
389516;PISO ELEVADO;Materiais;N/A;N/A;N/A;;;1.0;;
390526;Deca CR10 Cromado Metal;Materiais;N/A;N/A;N/A;;;1.0;;
391607;Laca Branca;Materiais;N/A;N/A;N/A;;;1.0;;
391608;Slab, Tiles 15 x 15;Materiais;N/A;N/A;N/A;;;1.0;;
397618;Deca GE17 Branco Gelo Cerâmica;Materiais;N/A;N/A;N/A;;;1.0;;
397621;Deca GE17 Branco Gelo Plástico;Materiais;N/A;N/A;N/A;;;1.0;;
397623;Deca CR37 Creme Plástico;Materiais;N/A;N/A;N/A;;;1.0;;
397624;Deca CZ87 Cinza Real Plástico;Materiais;N/A;N/A;N/A;;;1.0;;
397625;Deca GE17 Branco Gelo Poliéster;Materiais;N/A;N/A;N/A;;;1.0;;
397626;Deca CR37 Creme Poliéster;Materiais;N/A;N/A;N/A;;;1.0;;
397627;Deca CZ87 Cinza Real Poliéster;Materiais;N/A;N/A;N/A;;;1.0;;
463447;Madeira Pintada de Branco;Materiais;N/A;N/A;N/A;;;1.0;;
490507;Persiana;Materiais;N/A;N/A;N/A;;;1.0;;
571322;PVC - Blanc;Materiais;N/A;N/A;N/A;;;1.0;;
574401;Aluminum(1);Recursos de materiais;N/A;N/A;N/A;;;1.0;;
645140;Montante;Materiais;N/A;N/A;N/A;;;1.0;;
657390;LA;Materiais;N/A;N/A;N/A;;;1.0;;
657607;Tela metálica;Materiais;N/A;N/A;N/A;;;1.0;;
681722;Aço inox - Corrimão;Materiais;N/A;N/A;N/A;;;1.0;;
681723;Aço inoxidável;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
681726;Aço inoxidável AISI 304;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
681825;Concreto 10 MPa;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
686516;Stainless Steel AISI 304;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
686520;Brass;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
686521;Brass;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
686523;Rubber - Natural;Recursos de materiais;N/A;N/A;N/A;;;1.0;;
686525;Steel, Polished;Materiais;N/A;N/A;N/A;;;1.0;;
686526;Stainless Steel, Polished;Materiais;N/A;N/A;N/A;;;1.0;;
686527;Rubber, Black;Materiais;N/A;N/A;N/A;;;1.0;;
686531;Brass;Materiais;N/A;N/A;N/A;;;1.0;;
686576;Pintura Suvinil Anoitecer;Materiais;N/A;N/A;N/A;;;1.0;;
686579;Madeira Laminada Duratex Prata;Materiais;N/A;N/A;N/A;;;1.0;;
689615;Tela;Materiais;N/A;N/A;N/A;;;1.0;;
1010527;NOGUEIRA COM VERNIZ FOSCO;Materiais;N/A;N/A;N/A;;;1.0;;
1010528;ALUMÍNIO COM PINTURA ELETROSTÁTICA BRANCA;Materiais;N/A;N/A;N/A;;;1.0;;
1010529;VIDRO COMUM LISO VERDE;Materiais;N/A;N/A;N/A;;;1.0;;
1021617;veneziana branco;Materiais;N/A;N/A;N/A;;;1.0;;
1335919;BRANCO;Materiais;N/A;N/A;N/A;;;1.0;;
1407655;ALUMÍNIO COM PINTURA ELETROSTÁTICA MARROM;Materiais;N/A;N/A;N/A;;;1.0;;
1526605;tela trama;Materiais;N/A;N/A;N/A;;;1.0;;
1538238;ACABAMENTO DA FLOREIRA;Materiais;N/A;N/A;N/A;;;1.0;;
1557205;QUARTIZO BRANCO;Materiais;N/A;N/A;N/A;;;1.0;;
1564583;Madeira  Laminada Branco;Materiais;N/A;N/A;N/A;;;1.0;;
1569764;Alumínio Escuro;Materiais;N/A;N/A;N/A;;;1.0;;
1569765;Ferro Fundido Branco;Materiais;N/A;N/A;N/A;;;1.0;;
1569817;Ferro Fundido Preto;Materiais;N/A;N/A;N/A;;;1.0;;
1572149;Alumínio Injetado Preto;Materiais;N/A;N/A;N/A;;;1.0;;
1572805;A&B_Glass;Materiais;N/A;N/A;N/A;;;1.0;;
1572806;1501_ALUMINIUM CLADDING;Materiais;N/A;N/A;N/A;;;1.0;;
1575418;Dynamo;Materiais;N/A;N/A;N/A;;;1.0;;
1575419;DynamoError;Materiais;N/A;N/A;N/A;;;1.0;;
1576245;Door - Frame;Materiais;N/A;N/A;N/A;;;1.0;;
1578765;Telha Trapezoidal;Materiais;N/A;N/A;N/A;;;1.0;;
1578766;Fase - Temporária;Materiais;N/A;N/A;N/A;;;1.0;;
1578767;Material pré-definido de piso;Materiais;N/A;N/A;N/A;;;1.0;;
1578769;Fase - Nova;Materiais;N/A;N/A;N/A;;;1.0;;
1578770;Piso de massa pré-definida;Materiais;N/A;N/A;N/A;;;1.0;;
1578771;Origem de luz padrão;Materiais;N/A;N/A;N/A;;;1.0;;
1578772;Forma padrão;Materiais;N/A;N/A;N/A;;;1.0;;
1578773;Zonas do sistema;Materiais;N/A;N/A;N/A;;;1.0;;
1578774;Espaços analíticos;Materiais;N/A;N/A;N/A;;;1.0;;
